Path,Label,k-fold,Label_enc
Green Gram/Image_526.jpg,Green Gram,3.0,5
Adzuki Beans/Image_179.jpg,Adzuki Beans,3.0,0
Split Black Gram/Image_922.jpg,Split Black Gram,4.0,10
White Kidney Beans/Image_882.jpg,White Kidney Beans,3.0,12
Pinto Beans/Image_811.jpg,Pinto Beans,3.0,6
Split & Skinned Black Gram/Image_925.jpg,Split & Skinned Black Gram,3.0,9
Red Kidney Beans/Image_793.jpg,Red Kidney Beans,3.0,7
Split & Skinned Black Gram/Image_804.jpg,Split & Skinned Black Gram,3.0,9
Red Kidney Beans/Image_750.jpg,Red Kidney Beans,3.0,7
Red Kidney Beans/Image_89.jpg,Red Kidney Beans,3.0,7
Pinto Beans/Image_221.jpg,Pinto Beans,3.0,6
Chickpeas/Image_746.jpg,Chickpeas,3.0,2
Yellow Lentils/Image_421.jpg,Yellow Lentils,3.0,13
Adzuki Beans/Image_195.jpg,Adzuki Beans,3.0,0
Yellow Lentils/Image_766.jpg,Yellow Lentils,3.0,13
Split & Skinned Black Gram/Image_649.jpg,Split & Skinned Black Gram,3.0,9
Pinto Beans/Image_224.jpg,Pinto Beans,3.0,6
Split Green Gram/Image_10.jpg,Split Green Gram,3.0,11
Red Kidney Beans/Image_787.jpg,Red Kidney Beans,3.0,7
Split Green Gram/Image_575.jpg,Split Green Gram,3.0,11
Yellow Lentils/Image_748.jpg,Yellow Lentils,3.0,13
Dew Bean/Image_146.jpg,Dew Bean,3.0,3
Split Green Gram/Image_465.jpg,Split Green Gram,3.0,11
Chickpeas/Image_368.jpg,Chickpeas,3.0,2
Split Black Gram/Image_135_fa (165).jpg,Split Black Gram,4.0,10
Chickpeas/Image_767.jpg,Chickpeas,3.0,2
Chickpeas/Image_86.jpg,Chickpeas,3.0,2
Pinto Beans/Image_584.jpg,Pinto Beans,3.0,6
Split Green Gram/Image_587.jpg,Split Green Gram,3.0,11
White Kidney Beans/Image_187.jpg,White Kidney Beans,3.0,12
Dew Bean/Image_506.jpg,Dew Bean,3.0,3
Chickpeas/Image_335.jpg,Chickpeas,3.0,2
Black Gram/Image_307.jpg,Black Gram,3.0,1
Black Gram/Image_135.jpg,Black Gram,3.0,1
White Kidney Beans/Image_965.jpg,White Kidney Beans,3.0,12
White Kidney Beans/Image_855.jpg,White Kidney Beans,3.0,12
White Kidney Beans/Image_971.jpg,White Kidney Beans,3.0,12
Pinto Beans/Image_317.jpg,Pinto Beans,3.0,6
Red Lentils/Image_586.jpg,Red Lentils,3.0,8
Split & Skinned Black Gram/Image_342.jpg,Split & Skinned Black Gram,3.0,9
Green Gram/Image_642.jpg,Green Gram,3.0,5
Green Chickpeas/Image_809.jpg,Green Chickpeas,4.0,4
Black Gram/Image_279.jpg,Black Gram,3.0,1
Yellow Lentils/Image_778.jpg,Yellow Lentils,3.0,13
Red Lentils/Image_333.jpg,Red Lentils,3.0,8
White Kidney Beans/Image_349.jpg,White Kidney Beans,3.0,12
Pinto Beans/Image_921.jpg,Pinto Beans,3.0,6
Red Kidney Beans/Image_512.jpg,Red Kidney Beans,3.0,7
Red Kidney Beans/Image_344.jpg,Red Kidney Beans,3.0,7
Adzuki Beans/Image_221.jpg,Adzuki Beans,3.0,0
Yellow Lentils/Image_427.jpg,Yellow Lentils,3.0,13
Pinto Beans/Image_225.jpg,Pinto Beans,3.0,6
Pinto Beans/Image_620.jpg,Pinto Beans,3.0,6
Yellow Lentils/Image_450.jpg,Yellow Lentils,3.0,13
Dew Bean/Image_250.jpg,Dew Bean,3.0,3
Green Gram/Image_246.jpg,Green Gram,3.0,5
Red Lentils/Image_225.jpg,Red Lentils,3.0,8
Split Black Gram/Image_186.jpg,Split Black Gram,4.0,10
Pinto Beans/Image_644.jpg,Pinto Beans,3.0,6
Red Lentils/Image_881.jpg,Red Lentils,3.0,8
Pinto Beans/Image_788.jpg,Pinto Beans,3.0,6
Chickpeas/Image_221.jpg,Chickpeas,3.0,2
Red Kidney Beans/Image_3.jpg,Red Kidney Beans,3.0,7
Chickpeas/Image_219.jpg,Chickpeas,3.0,2
Green Gram/Image_448.jpg,Green Gram,3.0,5
Yellow Lentils/Image_535.jpg,Yellow Lentils,3.0,13
Yellow Lentils/Image_313.jpg,Yellow Lentils,3.0,13
Chickpeas/Image_998.jpg,Chickpeas,3.0,2
Split & Skinned Black Gram/Image_227.jpg,Split & Skinned Black Gram,3.0,9
Yellow Lentils/Image_69.jpg,Yellow Lentils,3.0,13
Green Chickpeas/Image_989.jpg,Green Chickpeas,4.0,4
Split & Skinned Black Gram/Image_842fga (17).jpg,Split & Skinned Black Gram,3.0,9
Chickpeas/Image_777.jpg,Chickpeas,3.0,2
Red Lentils/Image_341.jpg,Red Lentils,3.0,8
Dew Bean/Image_773.jpg,Dew Bean,3.0,3
Adzuki Beans/Image_648.jpg,Adzuki Beans,3.0,0
Split Green Gram/Image_216.jpg,Split Green Gram,3.0,11
Dew Bean/Image_586.jpg,Dew Bean,3.0,3
Chickpeas/Image_240.jpg,Chickpeas,3.0,2
White Kidney Beans/Image_838.jpg,White Kidney Beans,3.0,12
Dew Bean/Image_348.jpg,Dew Bean,4.0,3
Split & Skinned Black Gram/Image_842fga (34).jpg,Split & Skinned Black Gram,3.0,9
Adzuki Beans/Image_788.jpg,Adzuki Beans,3.0,0
Chickpeas/Image_76.jpg,Chickpeas,3.0,2
Yellow Lentils/Image_110.jpg,Yellow Lentils,3.0,13
Split & Skinned Black Gram/Image_497.jpg,Split & Skinned Black Gram,3.0,9
Red Kidney Beans/Image_60.jpg,Red Kidney Beans,3.0,7
Yellow Lentils/Image_543.jpg,Yellow Lentils,3.0,13
Yellow Lentils/Image_213.jpg,Yellow Lentils,3.0,13
Red Kidney Beans/Image_845.jpg,Red Kidney Beans,3.0,7
Black Gram/Image_629.jpg,Black Gram,3.0,1
Pinto Beans/Image_761.jpg,Pinto Beans,4.0,6
Adzuki Beans/Image_524.jpg,Adzuki Beans,3.0,0
Red Kidney Beans/Image_966.jpg,Red Kidney Beans,3.0,7
Split & Skinned Black Gram/Image_842fga (242).jpg,Split & Skinned Black Gram,3.0,9
Pinto Beans/Image_445.jpg,Pinto Beans,4.0,6
Split Black Gram/Image_932.jpg,Split Black Gram,4.0,10
Black Gram/Image_323.jpg,Black Gram,3.0,1
Split Green Gram/Image_469.jpg,Split Green Gram,3.0,11
Red Kidney Beans/Image_179.jpg,Red Kidney Beans,3.0,7
Split Green Gram/Image_293.jpg,Split Green Gram,3.0,11
Red Lentils/Image_734.jpg,Red Lentils,3.0,8
Dew Bean/Image_726.jpg,Dew Bean,4.0,3
Adzuki Beans/Image_662.jpg,Adzuki Beans,3.0,0
Yellow Lentils/Image_114.jpg,Yellow Lentils,3.0,13
Split & Skinned Black Gram/Image_842fga (161).jpg,Split & Skinned Black Gram,3.0,9
Chickpeas/Image_458.jpg,Chickpeas,3.0,2
Chickpeas/Image_145.jpg,Chickpeas,3.0,2
Chickpeas/Image_103.jpg,Chickpeas,3.0,2
Red Kidney Beans/Image_211.jpg,Red Kidney Beans,3.0,7
Split & Skinned Black Gram/Image_684.jpg,Split & Skinned Black Gram,4.0,9
Green Gram/Image_741.jpg,Green Gram,3.0,5
Split Green Gram/Image_951.jpg,Split Green Gram,3.0,11
Split Black Gram/Image_135_fa (136).jpg,Split Black Gram,4.0,10
Adzuki Beans/Image_186.jpg,Adzuki Beans,4.0,0
Yellow Lentils/Image_637.jpg,Yellow Lentils,3.0,13
White Kidney Beans/Image_588.jpg,White Kidney Beans,3.0,12
Chickpeas/Image_771.jpg,Chickpeas,3.0,2
Adzuki Beans/Image_504.jpg,Adzuki Beans,4.0,0
Pinto Beans/Image_681.jpg,Pinto Beans,4.0,6
Chickpeas/Image_3.jpg,Chickpeas,3.0,2
Pinto Beans/Image_790.jpg,Pinto Beans,4.0,6
Red Lentils/Image_876.jpg,Red Lentils,3.0,8
Split & Skinned Black Gram/Image_298.jpg,Split & Skinned Black Gram,4.0,9
Dew Bean/Image_20.jpg,Dew Bean,4.0,3
Yellow Lentils/Image_707.jpg,Yellow Lentils,3.0,13
Red Kidney Beans/Image_20.jpg,Red Kidney Beans,3.0,7
Yellow Lentils/Image_534.jpg,Yellow Lentils,3.0,13
White Kidney Beans/Image_418.jpg,White Kidney Beans,3.0,12
Yellow Lentils/Image_352.jpg,Yellow Lentils,3.0,13
Green Chickpeas/Image_337.jpg,Green Chickpeas,4.0,4
Black Gram/Image_318.jpg,Black Gram,3.0,1
White Kidney Beans/Image_986.jpg,White Kidney Beans,3.0,12
White Kidney Beans/Image_793.jpg,White Kidney Beans,3.0,12
Pinto Beans/Image_767.jpg,Pinto Beans,4.0,6
Yellow Lentils/Image_258.jpg,Yellow Lentils,4.0,13
Yellow Lentils/Image_596.jpg,Yellow Lentils,4.0,13
Chickpeas/Image_299.jpg,Chickpeas,3.0,2
Red Lentils/Image_440.jpg,Red Lentils,3.0,8
Red Kidney Beans/Image_17.jpg,Red Kidney Beans,3.0,7
Red Lentils/Image_885.jpg,Red Lentils,3.0,8
Dew Bean/Image_614.jpg,Dew Bean,4.0,3
Red Kidney Beans/Image_774.jpg,Red Kidney Beans,3.0,7
Black Gram/Image_540.jpg,Black Gram,3.0,1
Green Chickpeas/Image_969.jpg,Green Chickpeas,4.0,4
Chickpeas/Image_694.jpg,Chickpeas,3.0,2
Yellow Lentils/Image_389.jpg,Yellow Lentils,4.0,13
Green Chickpeas/Image_463.jpg,Green Chickpeas,4.0,4
White Kidney Beans/Image_728.jpg,White Kidney Beans,3.0,12
Split & Skinned Black Gram/Image_842fga (233).jpg,Split & Skinned Black Gram,4.0,9
Pinto Beans/Image_845.jpg,Pinto Beans,4.0,6
Pinto Beans/Image_331.jpg,Pinto Beans,4.0,6
Chickpeas/Image_829.jpg,Chickpeas,3.0,2
Chickpeas/Image_695.jpg,Chickpeas,3.0,2
Dew Bean/Image_50.jpg,Dew Bean,4.0,3
Yellow Lentils/Image_755.jpg,Yellow Lentils,4.0,13
Yellow Lentils/Image_902.jpg,Yellow Lentils,4.0,13
Yellow Lentils/Image_956.jpg,Yellow Lentils,4.0,13
Split Black Gram/Image_529_gg (44).jpg,Split Black Gram,4.0,10
Chickpeas/Image_214.jpg,Chickpeas,3.0,2
Red Lentils/Image_924.jpg,Red Lentils,3.0,8
Split Green Gram/Image_816.jpg,Split Green Gram,3.0,11
Yellow Lentils/Image_671.jpg,Yellow Lentils,4.0,13
Dew Bean/Image_477.jpg,Dew Bean,4.0,3
Green Gram/Image_435.jpg,Green Gram,3.0,5
Green Chickpeas/Image_905.jpg,Green Chickpeas,4.0,4
Pinto Beans/Image_667.jpg,Pinto Beans,4.0,6
Red Lentils/Image_199.jpg,Red Lentils,3.0,8
Red Kidney Beans/Image_49.jpg,Red Kidney Beans,3.0,7
Black Gram/Image_502.jpg,Black Gram,3.0,1
Dew Bean/Image_582.jpg,Dew Bean,4.0,3
Red Kidney Beans/Image_33.jpg,Red Kidney Beans,3.0,7
Yellow Lentils/Image_995.jpg,Yellow Lentils,4.0,13
Green Gram/Image_841.jpg,Green Gram,3.0,5
Dew Bean/Image_951.jpg,Dew Bean,4.0,3
Green Gram/Image_9.jpg,Green Gram,3.0,5
Chickpeas/Image_701.jpg,Chickpeas,3.0,2
Black Gram/Image_207_f (22).jpg,Black Gram,3.0,1
Adzuki Beans/Image_865.jpg,Adzuki Beans,4.0,0
White Kidney Beans/Image_108.jpg,White Kidney Beans,3.0,12
Split & Skinned Black Gram/Image_842fga (105).jpg,Split & Skinned Black Gram,4.0,9
Yellow Lentils/Image_340.jpg,Yellow Lentils,4.0,13
Pinto Beans/Image_724.jpg,Pinto Beans,4.0,6
Green Gram/Image_373.jpg,Green Gram,4.0,5
Split & Skinned Black Gram/Image_842fga (199).jpg,Split & Skinned Black Gram,4.0,9
Green Chickpeas/Image_432.jpg,Green Chickpeas,4.0,4
White Kidney Beans/Image_250.jpg,White Kidney Beans,3.0,12
Adzuki Beans/Image_121.jpg,Adzuki Beans,4.0,0
White Kidney Beans/Image_791.jpg,White Kidney Beans,3.0,12
Green Chickpeas/Image_47.jpg,Green Chickpeas,4.0,4
Pinto Beans/Image_372.jpg,Pinto Beans,4.0,6
Split & Skinned Black Gram/Image_341.jpg,Split & Skinned Black Gram,4.0,9
Pinto Beans/Image_756.jpg,Pinto Beans,4.0,6
Split & Skinned Black Gram/Image_842fga (132).jpg,Split & Skinned Black Gram,4.0,9
Red Lentils/Image_214.jpg,Red Lentils,3.0,8
Split Black Gram/Image_135_fa (114).jpg,Split Black Gram,4.0,10
Green Gram/Image_947.jpg,Green Gram,4.0,5
Red Lentils/Image_41.jpg,Red Lentils,3.0,8
Adzuki Beans/Image_135.jpg,Adzuki Beans,4.0,0
Pinto Beans/Image_545.jpg,Pinto Beans,4.0,6
Split Green Gram/Image_659.jpg,Split Green Gram,3.0,11
Red Lentils/Image_189.jpg,Red Lentils,3.0,8
Adzuki Beans/Image_156.jpg,Adzuki Beans,4.0,0
Green Chickpeas/Image_1.jpg,Green Chickpeas,4.0,4
Black Gram/Image_824.jpg,Black Gram,4.0,1
White Kidney Beans/Image_380.jpg,White Kidney Beans,3.0,12
Red Lentils/Image_856.jpg,Red Lentils,3.0,8
Black Gram/Image_244.jpg,Black Gram,4.0,1
Chickpeas/Image_482.jpg,Chickpeas,3.0,2
Split Black Gram/Image_135_fa (179).jpg,Split Black Gram,4.0,10
Green Gram/Image_231.jpg,Green Gram,4.0,5
Green Gram/Image_982.jpg,Green Gram,4.0,5
White Kidney Beans/Image_946.jpg,White Kidney Beans,3.0,12
Adzuki Beans/Image_820.jpg,Adzuki Beans,4.0,0
Red Lentils/Image_724.jpg,Red Lentils,3.0,8
Red Kidney Beans/Image_149.jpg,Red Kidney Beans,3.0,7
Split & Skinned Black Gram/Image_842fga (114).jpg,Split & Skinned Black Gram,4.0,9
Red Lentils/Image_418.jpg,Red Lentils,4.0,8
Dew Bean/Image_176.jpg,Dew Bean,4.0,3
Red Kidney Beans/Image_70.jpg,Red Kidney Beans,3.0,7
Yellow Lentils/Image_933.jpg,Yellow Lentils,4.0,13
Black Gram/Image_523.jpg,Black Gram,4.0,1
White Kidney Beans/Image_932.jpg,White Kidney Beans,4.0,12
Dew Bean/Image_291.jpg,Dew Bean,4.0,3
Chickpeas/Image_671.jpg,Chickpeas,3.0,2
Green Gram/Image_421.jpg,Green Gram,4.0,5
Red Kidney Beans/Image_29.jpg,Red Kidney Beans,4.0,7
Black Gram/Image_249.jpg,Black Gram,4.0,1
Green Gram/Image_403.jpg,Green Gram,4.0,5
Split Black Gram/Image_525.jpg,Split Black Gram,4.0,10
Yellow Lentils/Image_767.jpg,Yellow Lentils,4.0,13
Red Kidney Beans/Image_312.jpg,Red Kidney Beans,4.0,7
Adzuki Beans/Image_9.jpg,Adzuki Beans,4.0,0
Red Lentils/Image_993.jpg,Red Lentils,4.0,8
Green Chickpeas/Image_604.jpg,Green Chickpeas,4.0,4
Dew Bean/Image_502.jpg,Dew Bean,4.0,3
Chickpeas/Image_471.jpg,Chickpeas,3.0,2
Red Kidney Beans/Image_279.jpg,Red Kidney Beans,4.0,7
Pinto Beans/Image_473.jpg,Pinto Beans,4.0,6
Split & Skinned Black Gram/Image_842fga (86).jpg,Split & Skinned Black Gram,4.0,9
Yellow Lentils/Image_278.jpg,Yellow Lentils,4.0,13
Chickpeas/Image_398.jpg,Chickpeas,3.0,2
Pinto Beans/Image_123.jpg,Pinto Beans,4.0,6
Split & Skinned Black Gram/Image_842fga (168).jpg,Split & Skinned Black Gram,4.0,9
Green Gram/Image_120.jpg,Green Gram,4.0,5
Red Kidney Beans/Image_555.jpg,Red Kidney Beans,4.0,7
Yellow Lentils/Image_374.jpg,Yellow Lentils,4.0,13
Red Lentils/Image_376.jpg,Red Lentils,4.0,8
White Kidney Beans/Image_210.jpg,White Kidney Beans,4.0,12
Red Lentils/Image_144.jpg,Red Lentils,4.0,8
Red Lentils/Image_920.jpg,Red Lentils,4.0,8
White Kidney Beans/Image_742.jpg,White Kidney Beans,4.0,12
Green Chickpeas/Image_323.jpg,Green Chickpeas,4.0,4
Red Kidney Beans/Image_913.jpg,Red Kidney Beans,4.0,7
Green Gram/Image_870.jpg,Green Gram,4.0,5
Red Lentils/Image_474.jpg,Red Lentils,4.0,8
Split & Skinned Black Gram/Image_842fga (231).jpg,Split & Skinned Black Gram,4.0,9
Red Kidney Beans/Image_527.jpg,Red Kidney Beans,4.0,7
Red Lentils/Image_21.jpg,Red Lentils,4.0,8
Red Lentils/Image_494.jpg,Red Lentils,4.0,8
Adzuki Beans/Image_599.jpg,Adzuki Beans,4.0,0
Split Green Gram/Image_712.jpg,Split Green Gram,3.0,11
Chickpeas/Image_201.jpg,Chickpeas,3.0,2
Split Black Gram/Image_135_fa (80).jpg,Split Black Gram,4.0,10
Red Lentils/Image_290.jpg,Red Lentils,4.0,8
Adzuki Beans/Image_158.jpg,Adzuki Beans,4.0,0
Chickpeas/Image_831.jpg,Chickpeas,3.0,2
Pinto Beans/Image_635.jpg,Pinto Beans,4.0,6
Chickpeas/Image_282.jpg,Chickpeas,3.0,2
Dew Bean/Image_439.jpg,Dew Bean,4.0,3
Green Gram/Image_949.jpg,Green Gram,4.0,5
Green Gram/Image_452.jpg,Green Gram,4.0,5
Pinto Beans/Image_942.jpg,Pinto Beans,4.0,6
Black Gram/Image_794.jpg,Black Gram,4.0,1
Black Gram/Image_252.jpg,Black Gram,4.0,1
Red Lentils/Image_309.jpg,Red Lentils,4.0,8
Chickpeas/Image_604.jpg,Chickpeas,3.0,2
Red Lentils/Image_8.jpg,Red Lentils,4.0,8
Chickpeas/Image_66.jpg,Chickpeas,3.0,2
Green Gram/Image_792.jpg,Green Gram,4.0,5
Red Lentils/Image_763.jpg,Red Lentils,4.0,8
Red Lentils/Image_757.jpg,Red Lentils,4.0,8
White Kidney Beans/Image_454.jpg,White Kidney Beans,4.0,12
Split & Skinned Black Gram/Image_16.jpg,Split & Skinned Black Gram,4.0,9
Green Gram/Image_636.jpg,Green Gram,4.0,5
Dew Bean/Image_833.jpg,Dew Bean,4.0,3
Chickpeas/Image_472.jpg,Chickpeas,3.0,2
Green Chickpeas/Image_14.jpg,Green Chickpeas,4.0,4
Split & Skinned Black Gram/Image_485.jpg,Split & Skinned Black Gram,4.0,9
Split & Skinned Black Gram/Image_653.jpg,Split & Skinned Black Gram,4.0,9
Red Lentils/Image_561.jpg,Red Lentils,4.0,8
Red Lentils/Image_521.jpg,Red Lentils,4.0,8
White Kidney Beans/Image_279.jpg,White Kidney Beans,4.0,12
Black Gram/Image_120.jpg,Black Gram,4.0,1
Green Chickpeas/Image_288.jpg,Green Chickpeas,4.0,4
Split Black Gram/Image_529_gg (65).jpg,Split Black Gram,4.0,10
Split & Skinned Black Gram/Image_842fga (235).jpg,Split & Skinned Black Gram,4.0,9
Red Lentils/Image_612.jpg,Red Lentils,4.0,8
Black Gram/Image_328.jpg,Black Gram,4.0,1
White Kidney Beans/Image_972.jpg,White Kidney Beans,4.0,12
Adzuki Beans/Image_395.jpg,Adzuki Beans,4.0,0
Split Green Gram/Image_749.jpg,Split Green Gram,3.0,11
Chickpeas/Image_978.jpg,Chickpeas,3.0,2
Chickpeas/Image_169.jpg,Chickpeas,3.0,2
Yellow Lentils/Image_955.jpg,Yellow Lentils,4.0,13
Black Gram/Image_207_f (38).jpg,Black Gram,4.0,1
Pinto Beans/Image_536.jpg,Pinto Beans,4.0,6
White Kidney Beans/Image_945.jpg,White Kidney Beans,4.0,12
Green Chickpeas/Image_450.jpg,Green Chickpeas,4.0,4
Red Lentils/Image_630.jpg,Red Lentils,4.0,8
Adzuki Beans/Image_42.jpg,Adzuki Beans,4.0,0
White Kidney Beans/Image_706.jpg,White Kidney Beans,4.0,12
Dew Bean/Image_719.jpg,Dew Bean,4.0,3
Adzuki Beans/Image_637.jpg,Adzuki Beans,4.0,0
Pinto Beans/Image_583.jpg,Pinto Beans,4.0,6
Red Kidney Beans/Image_449.jpg,Red Kidney Beans,4.0,7
Red Lentils/Image_504.jpg,Red Lentils,4.0,8
Yellow Lentils/Image_633.jpg,Yellow Lentils,4.0,13
Adzuki Beans/Image_424.jpg,Adzuki Beans,4.0,0
Adzuki Beans/Image_897.jpg,Adzuki Beans,4.0,0
Split Black Gram/Image_77.jpg,Split Black Gram,4.0,10
Yellow Lentils/Image_161.jpg,Yellow Lentils,4.0,13
Chickpeas/Image_923.jpg,Chickpeas,4.0,2
Split Black Gram/Image_135_fa (98).jpg,Split Black Gram,4.0,10
Green Chickpeas/Image_216.jpg,Green Chickpeas,4.0,4
Split Black Gram/Image_135_fa (181).jpg,Split Black Gram,4.0,10
Pinto Beans/Image_489.jpg,Pinto Beans,4.0,6
Yellow Lentils/Image_754.jpg,Yellow Lentils,4.0,13
Red Lentils/Image_15.jpg,Red Lentils,4.0,8
Chickpeas/Image_852.jpg,Chickpeas,4.0,2
Green Gram/Image_781.jpg,Green Gram,4.0,5
Red Kidney Beans/Image_419.jpg,Red Kidney Beans,4.0,7
Red Lentils/Image_804.jpg,Red Lentils,4.0,8
Split & Skinned Black Gram/Image_842fga (194).jpg,Split & Skinned Black Gram,4.0,9
Red Kidney Beans/Image_610.jpg,Red Kidney Beans,4.0,7
Yellow Lentils/Image_333.jpg,Yellow Lentils,4.0,13
Chickpeas/Image_634.jpg,Chickpeas,4.0,2
Split Black Gram/Image_779.jpg,Split Black Gram,4.0,10
Split & Skinned Black Gram/Image_339.jpg,Split & Skinned Black Gram,4.0,9
Red Kidney Beans/Image_364.jpg,Red Kidney Beans,4.0,7
Split Green Gram/Image_47.jpg,Split Green Gram,3.0,11
Adzuki Beans/Image_11.jpg,Adzuki Beans,4.0,0
Chickpeas/Image_916.jpg,Chickpeas,4.0,2
White Kidney Beans/Image_309.jpg,White Kidney Beans,4.0,12
Chickpeas/Image_157.jpg,Chickpeas,4.0,2
Pinto Beans/Image_704.jpg,Pinto Beans,4.0,6
Split Green Gram/Image_961.jpg,Split Green Gram,3.0,11
Pinto Beans/Image_941.jpg,Pinto Beans,4.0,6
Red Lentils/Image_172.jpg,Red Lentils,4.0,8
Red Kidney Beans/Image_739.jpg,Red Kidney Beans,4.0,7
Red Lentils/Image_134.jpg,Red Lentils,4.0,8
Chickpeas/Image_415.jpg,Chickpeas,4.0,2
Yellow Lentils/Image_768.jpg,Yellow Lentils,4.0,13
Split & Skinned Black Gram/Image_421.jpg,Split & Skinned Black Gram,4.0,9
Yellow Lentils/Image_238.jpg,Yellow Lentils,4.0,13
Adzuki Beans/Image_605.jpg,Adzuki Beans,4.0,0
Adzuki Beans/Image_41.jpg,Adzuki Beans,4.0,0
Pinto Beans/Image_691.jpg,Pinto Beans,4.0,6
Split Black Gram/Image_135_fa (27).jpg,Split Black Gram,4.0,10
Green Chickpeas/Image_847.jpg,Green Chickpeas,4.0,4
Split Black Gram/Image_395.jpg,Split Black Gram,4.0,10
Pinto Beans/Image_251.jpg,Pinto Beans,4.0,6
Black Gram/Image_207_f (98).jpg,Black Gram,4.0,1
Black Gram/Image_354.jpg,Black Gram,4.0,1
Chickpeas/Image_802.jpg,Chickpeas,4.0,2
Yellow Lentils/Image_557.jpg,Yellow Lentils,4.0,13
Green Gram/Image_339.jpg,Green Gram,4.0,5
Pinto Beans/Image_948.jpg,Pinto Beans,4.0,6
White Kidney Beans/Image_879.jpg,White Kidney Beans,4.0,12
Green Chickpeas/Image_203.jpg,Green Chickpeas,4.0,4
Split & Skinned Black Gram/Image_842fga (245).jpg,Split & Skinned Black Gram,4.0,9
Split & Skinned Black Gram/Image_39.jpg,Split & Skinned Black Gram,4.0,9
Red Lentils/Image_204.jpg,Red Lentils,4.0,8
Black Gram/Image_348_a (23).jpg,Black Gram,4.0,1
Adzuki Beans/Image_427.jpg,Adzuki Beans,4.0,0
Green Chickpeas/Image_375.jpg,Green Chickpeas,4.0,4
Red Lentils/Image_334.jpg,Red Lentils,4.0,8
Adzuki Beans/Image_800.jpg,Adzuki Beans,4.0,0
Dew Bean/Image_755.jpg,Dew Bean,4.0,3
Pinto Beans/Image_189.jpg,Pinto Beans,4.0,6
Green Chickpeas/Image_546.jpg,Green Chickpeas,4.0,4
Yellow Lentils/Image_584.jpg,Yellow Lentils,4.0,13
Split & Skinned Black Gram/Image_905.jpg,Split & Skinned Black Gram,4.0,9
Adzuki Beans/Image_573.jpg,Adzuki Beans,4.0,0
Yellow Lentils/Image_242.jpg,Yellow Lentils,4.0,13
Dew Bean/Image_409.jpg,Dew Bean,4.0,3
White Kidney Beans/Image_598.jpg,White Kidney Beans,4.0,12
Black Gram/Image_449.jpg,Black Gram,4.0,1
Adzuki Beans/Image_265.jpg,Adzuki Beans,4.0,0
Chickpeas/Image_627.jpg,Chickpeas,4.0,2
Black Gram/Image_207_f (76).jpg,Black Gram,4.0,1
Yellow Lentils/Image_961.jpg,Yellow Lentils,4.0,13
Chickpeas/Image_502.jpg,Chickpeas,4.0,2
Chickpeas/Image_645.jpg,Chickpeas,4.0,2
Split & Skinned Black Gram/Image_842fga (142).jpg,Split & Skinned Black Gram,4.0,9
Chickpeas/Image_685.jpg,Chickpeas,4.0,2
Split Black Gram/Image_529_gg (6).jpg,Split Black Gram,4.0,10
White Kidney Beans/Image_257.jpg,White Kidney Beans,4.0,12
Pinto Beans/Image_71.jpg,Pinto Beans,4.0,6
Split Black Gram/Image_478.jpg,Split Black Gram,4.0,10
Red Kidney Beans/Image_201.jpg,Red Kidney Beans,4.0,7
Chickpeas/Image_513.jpg,Chickpeas,4.0,2
Chickpeas/Image_396.jpg,Chickpeas,4.0,2
Yellow Lentils/Image_508.jpg,Yellow Lentils,4.0,13
White Kidney Beans/Image_148.jpg,White Kidney Beans,4.0,12
Chickpeas/Image_557.jpg,Chickpeas,4.0,2
Black Gram/Image_207_f (83).jpg,Black Gram,4.0,1
Green Chickpeas/Image_567.jpg,Green Chickpeas,4.0,4
Black Gram/Image_346.jpg,Black Gram,4.0,1
Split Green Gram/Image_993.jpg,Split Green Gram,4.0,11
Pinto Beans/Image_492.jpg,Pinto Beans,4.0,6
Chickpeas/Image_331.jpg,Chickpeas,4.0,2
Split & Skinned Black Gram/Image_654.jpg,Split & Skinned Black Gram,4.0,9
Black Gram/Image_613.jpg,Black Gram,4.0,1
Red Lentils/Image_49.jpg,Red Lentils,4.0,8
Split & Skinned Black Gram/Image_900.jpg,Split & Skinned Black Gram,4.0,9
Split Black Gram/Image_135_fa (84).jpg,Split Black Gram,4.0,10
Red Kidney Beans/Image_883.jpg,Red Kidney Beans,4.0,7
Split & Skinned Black Gram/Image_842fga (91).jpg,Split & Skinned Black Gram,4.0,9
Dew Bean/Image_556.jpg,Dew Bean,4.0,3
Red Kidney Beans/Image_430.jpg,Red Kidney Beans,4.0,7
Dew Bean/Image_891.jpg,Dew Bean,4.0,3
Yellow Lentils/Image_229.jpg,Yellow Lentils,4.0,13
Split Black Gram/Image_135_fa (121).jpg,Split Black Gram,4.0,10
Pinto Beans/Image_122.jpg,Pinto Beans,4.0,6
White Kidney Beans/Image_229.jpg,White Kidney Beans,4.0,12
White Kidney Beans/Image_829.jpg,White Kidney Beans,4.0,12
Green Gram/Image_911.jpg,Green Gram,4.0,5
Chickpeas/Image_768.jpg,Chickpeas,4.0,2
Green Gram/Image_890.jpg,Green Gram,4.0,5
Split Black Gram/Image_135_fa (37).jpg,Split Black Gram,4.0,10
Green Chickpeas/Image_34.jpg,Green Chickpeas,4.0,4
Green Gram/Image_812.jpg,Green Gram,4.0,5
Split Black Gram/Image_58.jpg,Split Black Gram,4.0,10
Chickpeas/Image_487.jpg,Chickpeas,4.0,2
Pinto Beans/Image_903.jpg,Pinto Beans,4.0,6
